Order_ID,Product_ID,Quantity,Discount_Percent,Revenue
1159,17,3,15,7298.1
1160,72,3,5,120264.3
1161,39,2,15,57055.4
1161,29,2,5,47790.7
1162,92,1,0,40303
1162,109,2,5,91566.7
1163,6,3,15,76765.2
1164,79,3,0,128082
1164,39,1,0,33562
1164,25,1,10,11235.6
1165,51,1,0,45736
1165,52,1,15,26835.35
1165,85,1,10,4492.8
1166,107,1,5,35565.15
1166,23,2,15,17474.3
1166,84,1,15,11611.85
1167,97,2,15,60577.8
1167,103,3,0,125037
1167,32,1,0,48450
1168,95,2,10,18136.8
1168,28,1,10,25290.9
1168,71,2,5,71158.8
1169,74,1,0,23951
1169,90,1,0,634
1170,39,2,0,67124
1170,21,3,5,130960.35
1170,85,2,15,8486.4
1171,92,3,5,114863.55
1171,20,3,10,92658.6
1172,39,1,15,28527.7
1173,7,2,5,24886.2
1173,3,3,0,133743
1174,11,3,10,69633
1174,35,3,0,92097
1175,87,2,0,38146
1175,49,1,15,13659.5
1175,78,3,0,107019
1176,90,1,15,538.9
1176,53,1,5,24418.8
1177,40,3,15,3904.05
1178,58,3,10,86086.8
1178,102,3,15,85682.55
1179,109,3,5,137350.05
1179,109,1,15,40964.05
1180,58,1,0,31884
1180,110,1,15,25166.8
1180,94,3,0,142887
1181,104,2,0,75236
1181,14,1,10,27379.8
1181,26,1,5,18788.15
1182,40,1,5,1454.45
1182,27,1,10,28689.3
1183,37,2,5,85621.6
1183,12,1,10,1733.4
1184,65,2,15,75240.3
1185,82,1,5,4100.2
1185,98,3,15,11293.95
1186,41,2,5,71704.1
1187,10,1,5,632.7
1188,53,1,15,21848.4
1188,109,2,0,96386
1189,44,1,10,39997.8
1189,96,2,0,39324
1189,67,1,0,6453
1190,15,2,15,66643.4
1190,88,3,10,98593.2
1191,70,2,15,29539.2
1192,40,3,0,4593
1192,62,3,5,76576.65
1192,53,2,15,43696.8
1193,87,3,10,51497.1
1193,55,1,5,19335.35
1193,107,3,15,95464.35
1194,58,3,0,95652
1194,41,3,0,113217
1195,98,3,0,13287
1196,53,3,0,77112
1197,97,3,5,101556.9
1197,2,3,5,26770.05
1197,12,3,5,5489.1
1198,58,2,0,63768
1198,39,2,5,63767.8
1198,96,1,15,16712.7
1199,8,1,10,12219.3
1199,18,1,15,41974.7
1200,38,1,15,34572.05
1201,3,2,15,75787.7
1201,14,3,15,77576.1
1202,28,3,15,71657.55
1203,88,2,0,73032
1203,11,1,15,21921.5
1203,15,2,15,66643.4
1204,33,3,10,76401.9
1205,13,2,15,51253.3
1205,6,2,15,51176.8
1206,60,1,5,38953.8
1206,76,2,0,18970
1207,9,2,0,73474
1207,71,2,0,74904
1207,101,3,15,6716.7
1208,36,2,15,23675.9
1208,25,2,10,22471.2
1208,31,1,15,8134.5
1209,41,2,10,67930.2
1210,7,1,15,11133.3
1210,47,2,5,41336.4
1210,29,3,5,71686.05
1211,105,2,0,87158
1212,78,2,15,60644.1
1212,43,2,5,82570.2
1212,6,3,5,85796.4
1213,4,2,0,99110
1214,11,3,0,77370
1214,59,3,15,71667.75
1215,25,1,5,11859.8
1215,47,2,10,39160.8
1215,2,2,15,15968.1
1216,71,1,5,35579.4
1216,62,2,15,45677.3
1217,36,2,15,23675.9
1217,21,1,5,43653.45
1217,6,2,0,60208
1218,77,3,10,18951.3
1218,60,1,5,38953.8
1218,11,2,10,46422
1219,50,1,5,1254.95
1220,109,1,10,43373.7
1221,42,3,0,118629
1221,99,3,5,79700.25
1221,54,2,10,55441.8
1222,51,2,0,91472
1223,102,3,10,90722.7
1223,64,3,5,122091.15
1224,109,2,5,91566.7
1225,105,1,5,41400.05
1225,13,3,15,76879.95
1225,26,3,10,53397.9
1226,9,1,15,31226.45
1226,13,3,10,81402.3
1226,104,1,5,35737.1
1227,99,1,5,26566.75
1228,57,3,10,103040.1
1228,15,3,5,111725.7
1229,101,3,10,7111.8
1230,82,3,5,12300.6
1230,30,2,15,45932.3
1230,4,2,5,94154.5
1231,110,2,10,53294.4
1232,50,2,15,2245.7
1232,63,1,5,26613.3
1233,91,2,5,10647.6
1234,49,2,5,30533
1234,92,3,15,102772.65
1235,89,1,15,28084
1236,82,2,15,7337.2
1237,19,1,15,4675
1237,11,2,5,49001
1238,16,3,15,43579.5
1239,32,3,15,123547.5
1240,25,1,0,12484
1240,10,1,5,632.7
1241,54,3,10,83162.7
1241,1,1,10,2956.5
1242,40,3,5,4363.35
1242,101,2,15,4477.8
1242,72,2,15,71736.6
1243,44,2,0,88884
1243,37,2,0,90128
1244,33,3,0,84891
1244,64,3,0,128517
1244,59,1,10,25294.5
1245,88,1,5,34690.2
1246,59,2,15,47778.5
1246,1,2,10,5913
1246,77,2,0,14038
1247,61,1,10,40957.2
1247,15,1,10,35281.8
1247,81,2,0,84054
1248,38,3,0,122019
1248,101,2,5,5004.6
1248,64,1,0,42839
1249,74,3,0,71853
1249,11,1,5,24500.5
1250,51,3,15,116626.8
1250,59,3,10,75883.5
1250,22,1,0,24322
1251,110,3,5,84382.8
1251,19,2,10,9900
1251,83,2,10,64425.6
1252,42,2,0,79086
1252,67,1,15,5485.05
1253,24,2,5,88807.9
1254,56,3,0,105000
1254,75,1,5,23363.35
1255,51,2,0,91472
1255,71,3,5,106738.2
1256,7,1,15,11133.3
1257,15,1,10,35281.8
1257,69,3,15,1996.65
1258,46,2,0,97310
1258,9,1,0,36737
1259,96,1,5,18678.9
1259,64,3,0,128517
1260,99,2,10,50337
1260,28,3,0,84303
1261,2,2,10,16907.4
1262,21,3,0,137853
1263,47,1,10,19580.4
1264,80,2,15,49408.8
1264,74,1,15,20358.35
1264,15,3,0,117606
1265,70,1,0,17376
1265,1,2,15,5584.5
1265,76,1,0,9485
1266,25,1,5,11859.8
1266,11,2,10,46422
1267,36,1,5,13230.65
1267,97,2,0,71268
1268,18,2,0,98764
1268,24,1,10,42066.9
1269,76,1,0,9485
1269,61,1,5,43232.6
1269,53,2,15,43696.8
1270,23,1,0,10279
1270,40,2,0,3062
1270,69,1,0,783
1271,36,1,5,13230.65
1272,75,3,15,62712.15
1273,10,3,5,1898.1
1273,101,3,10,7111.8
1274,13,1,15,25626.65
1275,13,1,10,27134.1
1275,68,1,5,37159.25
1275,36,3,5,39691.95
1276,67,3,0,19359
1276,17,1,10,2575.8
1277,77,1,10,6317.1
1277,89,3,10,89208
1278,57,1,5,36254.85
1278,43,2,15,73878.6
1278,57,3,0,114489
1279,99,2,15,47540.5
1280,9,1,5,34900.15
1280,33,2,5,53764.3
1281,27,3,0,95631
1281,50,2,0,2642
1281,39,2,10,60411.6
1282,7,3,0,39294
1283,41,3,0,113217
1283,84,1,5,12977.95
1283,73,1,10,19017.9
1284,53,3,0,77112
1285,103,2,10,75022.2
1285,55,3,10,54953.1
1286,41,2,10,67930.2
1287,43,2,10,78224.4
1288,53,2,10,46267.2
1289,28,2,0,56202
1289,57,1,15,32438.55
1290,61,2,10,81914.4
1291,62,2,0,53738
1291,37,3,5,128432.4
1292,78,3,5,101668.05
1292,4,3,15,126365.25
1293,90,2,10,1141.2
1293,92,3,10,108818.1
1293,6,3,15,76765.2
1294,71,1,5,35579.4
1295,57,1,5,36254.85
1296,67,3,10,17423.1
1297,14,1,5,28900.9
1297,13,3,5,85924.65
1298,37,2,0,90128
1298,26,1,0,19777
1298,108,1,10,1636.2
1299,105,3,15,111126.45
1300,41,2,5,71704.1
1300,63,3,15,71435.7
1300,56,1,10,31500
1301,57,1,0,38163
1302,38,3,10,109817.1
1302,49,2,5,30533
1303,88,1,0,36516
1304,22,1,10,21889.8
1304,94,1,10,42866.1
1305,107,1,5,35565.15
1305,49,2,0,32140
1306,95,3,15,25693.8
1307,66,2,5,54170.9
1308,21,2,15,78116.7
1308,35,3,15,78282.45
1308,4,2,15,84243.5
1309,39,1,0,33562
1309,12,1,5,1829.7
1310,13,3,10,81402.3
1311,30,1,5,25668.05
1311,48,1,15,17923.95
1311,25,2,15,21222.8
1312,75,3,0,73779
1312,66,3,0,85533
1313,57,3,15,97315.65
1313,6,1,10,27093.6
1314,93,1,10,20790
1315,51,1,15,38875.6
1316,61,3,5,129697.8
1316,31,3,5,27274.5
1317,28,2,0,56202
1318,57,3,10,103040.1
1318,81,3,10,113472.9
1319,99,1,0,27965
1319,69,1,15,665.55
1319,21,3,10,124067.7
1320,81,3,15,107168.85
1320,39,2,5,63767.8
1320,5,2,0,8452
1321,108,3,15,4635.9
1321,37,1,5,42810.8
1321,75,2,0,49186
1322,76,2,0,18970
1322,41,3,10,101895.3
1323,81,2,10,75648.6
1323,73,1,10,19017.9
1323,88,2,15,62077.2
1324,104,1,5,35737.1
1324,98,1,15,3764.65
1324,44,1,10,39997.8
1325,70,3,15,44308.8
1326,103,2,0,83358
1326,2,2,10,16907.4
1327,70,1,0,17376
1327,77,1,0,7019
1327,5,1,5,4014.7
1328,50,2,15,2245.7
1328,12,1,0,1926
1328,13,3,10,81402.3
1329,8,3,15,34621.35
1329,90,1,0,634
1329,51,2,10,82324.8
1330,65,1,0,44259
1331,1,3,10,8869.5
1331,42,1,10,35588.7
1331,91,3,0,16812
1332,79,3,10,115273.8
1333,76,3,5,27032.25
1333,64,1,5,40697.05
1334,55,1,15,17300.05
1335,93,2,15,39270
1335,50,1,15,1122.85
1335,44,3,5,126659.7
1336,51,1,5,43449.2
1336,89,2,5,62776
1336,33,3,0,84891
1337,18,3,15,125924.1
1337,6,1,5,28598.8
1337,92,1,5,38287.85
1338,57,2,5,72509.7
1338,11,2,5,49001
1338,108,2,5,3454.2
1339,59,1,0,28105
1340,35,2,15,52188.3
1341,74,3,15,61075.05
1342,19,3,0,16500
1342,52,3,5,89977.35
1342,78,2,10,64211.4
1343,6,3,10,81280.8
1344,64,3,0,128517
1345,50,1,15,1122.85
1345,94,1,5,45247.55
1346,80,1,15,24704.4
1346,31,2,15,16269
1346,85,2,0,9984
1347,68,3,10,105610.5
1347,29,2,15,42760.1
1348,92,1,5,38287.85
1348,65,1,0,44259
1348,81,1,15,35722.95
1349,39,2,10,60411.6
1349,104,1,10,33856.2
1349,37,3,15,114913.2
1350,8,3,0,40731
1351,93,3,0,69300
1351,88,1,5,34690.2
1351,22,3,10,65669.4
1352,93,1,5,21945
1353,61,3,10,122871.6
1353,72,2,0,84396
1353,56,3,5,99750
1354,95,1,0,10076
1355,57,2,10,68693.4
1355,55,2,15,34600.1
1356,74,3,15,61075.05
1357,97,2,15,60577.8
1358,101,1,0,2634
1358,40,2,10,2755.8
1359,25,1,15,10611.4
1360,95,2,15,17129.2
1360,85,1,15,4243.2
1361,5,2,0,8452
1361,26,3,5,56364.45
1361,79,1,10,38424.6
1362,107,1,15,31821.45
1363,14,3,0,91266
1363,95,3,10,27205.2
1364,101,1,0,2634
1364,55,1,5,19335.35
1365,97,2,10,64141.2
1366,70,1,5,16507.2
1367,51,1,0,45736
1368,52,2,10,56827.8
1368,58,3,0,95652
1369,93,2,10,41580
1369,79,2,10,76849.2
1370,15,3,0,117606
1371,37,1,5,42810.8
1371,107,3,0,112311
1372,110,1,10,26647.2
1372,98,2,15,7529.3
1373,30,2,5,51336.1
1373,46,2,15,82713.5
1373,31,2,10,17226
1374,106,3,10,7130.7
1374,56,3,0,105000
1375,72,1,0,42198
1376,64,2,10,77110.2
1376,109,3,15,122892.15
1376,86,1,15,19660.5
1377,7,3,10,35364.6
1378,62,3,15,68515.95
1379,12,1,15,1637.1
1380,30,1,15,22966.15
1381,11,3,5,73501.5
1382,4,3,0,148665
1383,6,3,15,76765.2
1383,50,3,15,3368.55
1384,85,3,15,12729.6
1384,46,3,10,131368.5
1385,49,3,5,45799.5
1385,39,2,5,63767.8
1385,67,3,10,17423.1
1386,60,1,15,34853.4
1386,102,1,0,33601
1387,61,3,0,136524
1388,61,2,0,91016
1388,67,3,10,17423.1
1389,55,3,15,51900.15
1389,13,2,15,51253.3
1389,110,3,5,84382.8
1390,106,2,0,5282
1390,69,1,10,704.7
1390,9,3,15,93679.35
1391,88,1,5,34690.2
1391,68,1,15,33247.75
1391,24,2,5,88807.9
1392,99,2,10,50337
1392,41,1,0,37739
1392,104,1,0,37618
1393,15,1,5,37241.9
1393,53,1,10,23133.6
1394,59,3,15,71667.75
1395,46,1,15,41356.75
1395,36,1,10,12534.3
1396,4,1,10,44599.5
1396,83,3,10,96638.4
1397,53,1,15,21848.4
1398,48,2,0,42174
1398,7,2,15,22266.6
1399,8,1,0,13577
1400,87,2,5,36238.7
1400,80,2,15,49408.8
1401,92,3,15,102772.65
1401,32,3,15,123547.5
1402,96,2,5,37357.8
1403,5,1,15,3592.1
1403,100,2,15,33921.8
1403,98,1,15,3764.65
1404,12,1,5,1829.7
1405,27,1,0,31877
1405,18,3,5,140738.7
1405,82,1,0,4316
1406,56,1,15,29750
1406,77,1,5,6668.05
1406,2,1,5,8923.35
1407,77,1,10,6317.1
1407,92,1,0,40303
1407,19,1,5,5225
1408,21,1,5,43653.45
1408,34,1,0,16340
1408,29,1,10,22637.7
1409,105,1,0,43579
1409,40,3,5,4363.35
1409,23,2,0,20558
1410,67,2,15,10970.1
1410,68,3,0,117345
1410,94,1,0,47629
1411,48,1,10,18978.3
1411,63,1,5,26613.3
1412,69,1,0,783
1413,38,1,0,40673
1414,89,1,15,28084
1414,62,2,0,53738
1415,84,1,10,12294.9
1415,39,2,5,63767.8
1415,18,3,15,125924.1
1416,29,3,10,67913.1
1416,38,1,10,36605.7
1416,17,3,5,8156.7
1417,81,2,10,75648.6
1417,69,3,15,1996.65
1417,21,1,10,41355.9
1418,98,1,15,3764.65
1418,44,2,15,75551.4
1418,29,3,15,64140.15
1419,24,1,0,46741
1419,9,1,10,33063.3
1419,52,1,0,31571
1420,95,3,10,27205.2
1421,90,3,5,1806.9
1421,36,1,0,13927
1422,55,2,10,36635.4
1422,21,1,0,45951
1423,5,3,15,10776.3
1423,23,2,0,20558
1424,28,2,15,47771.7
1424,71,1,0,37452
1424,27,1,15,27095.45
1425,79,3,5,121677.9
1425,10,3,10,1798.2
1426,64,1,10,38555.1
1426,99,3,10,75505.5
1426,85,3,15,12729.6
1427,43,1,10,39112.2
1427,24,2,5,88807.9
1428,78,2,0,71346
1429,30,3,0,81057
1430,54,1,15,26180.85
1430,78,2,10,64211.4
1430,44,2,5,84439.8
1431,54,3,15,78542.55
1431,81,1,5,39925.65
1432,23,3,15,26211.45
1433,69,1,5,743.85
1433,2,2,15,15968.1
1433,66,3,10,76979.7
1434,45,1,0,27123
1434,99,2,5,53133.5
1435,35,3,15,78282.45
1435,25,1,15,10611.4
1435,1,3,15,8376.75
1436,74,3,10,64667.7
1436,73,2,5,40148.9
1437,97,3,5,101556.9
1437,10,3,0,1998
1437,15,2,0,78404
1438,19,1,5,5225
1438,87,2,5,36238.7
1439,59,1,10,25294.5
1440,52,3,15,80506.05
1440,90,3,0,1902
1441,48,2,0,42174
1441,44,1,5,42219.9
1441,86,1,15,19660.5
1442,11,3,15,65764.5
1442,110,2,15,50333.6
1443,70,3,15,44308.8
1443,88,2,15,62077.2
1444,47,1,15,18492.6
1445,69,2,10,1409.4
1446,94,3,0,142887
1447,104,2,0,75236
1447,29,2,0,50306
1448,78,1,10,32105.7
1449,41,3,5,107556.15
1450,41,3,0,113217
1451,80,1,10,26157.6
1451,82,1,0,4316
1451,24,2,0,93482
1452,65,2,0,88518
1453,40,3,5,4363.35
1453,47,1,10,19580.4
1453,61,2,0,91016
1454,42,1,10,35588.7
1454,110,2,15,50333.6
1454,18,1,0,49382
1455,109,1,15,40964.05
1455,76,2,5,18021.5
1456,20,2,0,68636
1456,110,3,5,84382.8
1457,67,1,15,5485.05
1458,87,3,0,57219
1459,94,1,0,47629
1460,55,3,5,58006.05
1460,100,3,0,59862
1461,8,1,5,12898.15
1461,75,2,10,44267.4
1462,4,2,0,99110
1462,19,2,10,9900
1463,58,1,15,27101.4
1463,55,2,10,36635.4
1464,34,1,10,14706
1464,51,1,0,45736
1464,42,1,15,33611.55
1465,83,2,0,71584
1465,102,1,10,30240.9
1465,6,2,10,54187.2
1466,3,1,0,44581
1467,52,2,10,56827.8
1467,5,1,10,3803.4
1467,51,2,5,86898.4
1468,70,2,0,34752
1469,30,2,5,51336.1
1469,65,1,0,44259
1470,36,2,5,26461.3
1470,12,1,15,1637.1
1470,63,2,15,47623.8
1471,87,3,10,51497.1
1471,69,3,10,2114.1
1471,18,2,15,83949.4
1472,39,2,5,63767.8
1472,72,2,5,80176.2
1472,97,3,15,90866.7
1473,45,3,15,69163.65
1473,25,1,0,12484
1473,107,3,0,112311
1474,63,2,10,50425.2
1474,21,1,10,41355.9
1474,97,1,5,33852.3
1475,98,1,10,3986.1
1475,25,1,0,12484
1476,51,3,10,123487.2
1477,85,3,5,14227.2
1478,79,3,5,121677.9
1479,97,3,0,106902
1479,45,2,5,51533.7
1479,39,3,0,100686
1480,86,2,15,39321
1480,8,2,5,25796.3
1480,64,1,15,36413.15
1481,21,1,0,45951
1481,49,2,5,30533
1482,86,3,0,69390
1482,44,1,15,37775.7
1482,68,1,10,35203.5
1483,40,2,0,3062
1483,41,2,10,67930.2
1484,71,1,15,31834.2
1485,88,2,5,69380.4
1485,39,1,10,30205.8
1485,109,2,0,96386
1486,107,2,5,71130.3
1486,99,1,5,26566.75
1487,86,2,0,46260
1487,72,3,15,107604.9
1487,14,1,5,28900.9
1488,64,1,15,36413.15
1488,39,3,10,90617.4
1488,83,3,5,102007.2
1489,107,1,0,37437
1490,39,2,10,60411.6
1490,46,2,10,87579
1490,36,3,10,37602.9
1491,15,2,5,74483.8
1491,100,2,0,39908
1491,83,1,5,34002.4
1492,49,2,10,28926
1493,63,3,10,75637.8
1493,61,2,0,91016
1494,39,3,15,85583.1
1494,29,3,15,64140.15
1495,107,1,5,35565.15
1495,13,3,0,90447
1496,10,3,15,1698.3
1496,89,2,10,59472
1496,88,1,5,34690.2
1497,77,3,10,18951.3
1498,38,1,0,40673
1498,55,3,15,51900.15
1498,90,2,5,1204.6
1499,68,1,15,33247.75
1499,29,3,0,75459
1499,62,1,0,26869
1500,96,1,15,16712.7
1500,5,2,5,8029.4
1501,73,1,5,20074.45
1501,64,2,5,81394.1
1502,2,3,10,25361.1
1503,103,1,5,39595.05
1503,69,3,5,2231.55
1504,93,1,15,19635
1505,21,3,15,117175.05
1506,9,2,0,73474
1507,85,1,15,4243.2
1507,73,3,10,57053.7
1508,18,3,0,148146
1509,59,2,15,47778.5
1510,31,2,5,18183
1510,34,2,10,29412
1510,73,2,0,42262
1511,75,2,5,46726.7
1512,49,1,15,13659.5
1512,77,2,5,13336.1
1512,15,3,0,117606
1513,80,2,5,55221.6
1513,94,2,0,95258
1514,106,3,10,7130.7
1515,8,3,5,38694.45
1516,9,3,0,110211
1517,69,3,5,2231.55
1518,15,3,5,111725.7
1518,41,1,5,35852.05
1518,14,3,5,86702.7
1519,82,3,10,11653.2
1519,12,3,10,5200.2
1519,19,1,5,5225
1520,35,2,15,52188.3
1520,57,1,15,32438.55
1521,79,1,10,38424.6
1521,95,2,10,18136.8
1521,35,1,5,29164.05
1522,40,3,10,4133.7
1523,89,1,5,31388
1523,14,2,0,60844
1524,57,2,0,76326
1525,106,2,5,5017.9
1525,12,3,15,4911.3
1526,58,2,15,54202.8
1526,88,1,5,34690.2
1527,30,2,10,48634.2
1527,40,2,0,3062
1527,53,3,10,69400.8
1528,63,3,15,71435.7
1528,89,2,5,62776
1529,19,1,5,5225
1530,69,2,0,1566
1530,34,3,15,41667
1530,37,2,15,76608.8
1531,44,3,0,133326
1531,109,3,5,137350.05
1532,25,2,15,21222.8
1533,57,3,0,114489
1533,14,1,0,30422
1534,106,3,10,7130.7
1535,100,1,5,18956.3
1535,7,2,15,22266.6
1536,40,3,15,3904.05
1537,42,3,10,106766.1
1538,105,2,0,87158
1539,30,1,10,24317.1
1539,32,2,5,92055
1539,82,3,5,12300.6
1540,41,2,10,67930.2
1541,94,1,10,42866.1
1541,2,2,0,18786
1541,37,3,0,135192
1542,93,1,5,21945
1542,37,1,10,40557.6
1542,91,3,10,15130.8
1543,19,2,15,9350
1543,31,2,0,19140
1544,58,2,15,54202.8
1544,69,2,5,1487.7
1544,31,2,15,16269
1545,99,2,0,55930
1546,62,2,10,48364.2
1546,54,3,0,92403
1547,82,2,5,8200.4
1548,62,1,10,24182.1
1549,46,2,10,87579
1549,44,1,10,39997.8
1549,62,2,0,53738
1550,18,2,0,98764
1551,95,2,10,18136.8
1551,23,3,5,29295.15
1551,55,1,15,17300.05
1552,82,2,15,7337.2
1553,78,1,0,35673
1553,38,2,10,73211.4
1554,27,3,10,86067.9
1554,34,3,15,41667
1555,65,3,5,126138.15
1555,61,3,0,136524
1555,51,3,10,123487.2
1556,29,3,0,75459
1556,101,2,15,4477.8
1556,86,3,0,69390
1557,15,3,0,117606
1558,76,2,5,18021.5
1559,23,1,15,8737.15
1559,105,1,10,39221.1
1560,102,1,10,30240.9
1560,61,2,5,86465.2
1560,35,1,15,26094.15
1561,72,2,5,80176.2
1561,106,1,5,2508.95
1561,66,3,5,81256.35
1562,41,1,0,37739
1563,14,2,5,57801.8
1564,28,3,10,75872.7
1564,89,3,0,99120
1564,26,2,15,33620.9
1565,25,1,0,12484
1566,84,3,10,36884.7
1567,64,1,15,36413.15
1568,97,1,15,30288.9
1569,54,1,15,26180.85
1569,87,2,5,36238.7
1569,24,1,0,46741
1570,52,2,15,53670.7
1570,89,1,15,28084
1571,37,3,15,114913.2
1571,68,1,0,39115
1572,77,1,10,6317.1
1573,25,2,5,23719.6
1574,16,3,5,48706.5
1575,67,2,5,12260.7
1575,56,3,0,105000
1576,75,1,5,23363.35
1577,40,1,0,1531
1577,12,1,15,1637.1
1578,16,3,5,48706.5
1578,71,1,5,35579.4
1578,16,3,5,48706.5
1579,6,3,10,81280.8
1580,54,1,5,29260.95
1580,7,2,5,24886.2
1581,92,3,5,114863.55
1581,30,2,15,45932.3
1582,66,1,5,27085.45
1583,54,3,10,83162.7
1583,99,3,0,83895
1584,76,3,10,25609.5
1584,26,3,0,59331
1585,32,1,0,48450
1586,59,2,15,47778.5
1587,87,2,0,38146
1588,110,3,5,84382.8
1588,19,2,0,11000
1589,104,3,10,101568.6
1590,78,2,15,60644.1
1590,99,3,10,75505.5
1591,81,1,10,37824.3
1592,34,2,15,27778
1592,17,3,10,7727.4
1593,60,1,15,34853.4
1594,91,1,0,5604
1594,84,3,5,38933.85
1595,22,2,5,46211.8
1596,68,1,10,35203.5
1597,43,3,0,130374
1598,92,3,15,102772.65
1599,29,2,10,45275.4
1600,98,1,10,3986.1
1600,5,3,0,12678
1601,32,2,0,96900
1601,66,2,10,51319.8
1601,3,3,10,120368.7
1602,70,1,5,16507.2
1602,68,2,10,70407
1603,25,2,10,22471.2
1603,77,3,0,21057
1603,89,2,15,56168
1604,9,3,15,93679.35
1605,21,2,5,87306.9
1605,26,2,5,37576.3
1605,80,1,0,29064
1606,91,1,10,5043.6
1606,51,3,10,123487.2
1606,108,3,15,4635.9
1607,78,3,10,96317.1
1607,19,2,10,9900
1608,24,1,15,39729.85
1608,37,1,0,45064
1608,69,3,10,2114.1
1609,86,1,5,21973.5
1609,52,3,5,89977.35
1610,10,1,10,599.4
1610,23,1,5,9765.05
1611,47,3,5,62004.6
1611,23,2,0,20558
1611,70,1,15,14769.6
1612,9,1,0,36737
1613,72,3,15,107604.9
1613,91,1,15,4763.4
1614,53,1,10,23133.6
1615,109,1,10,43373.7
1616,15,3,0,117606
1617,21,2,0,91902
1617,67,3,5,18391.05
1617,104,1,5,35737.1
1618,61,3,0,136524
1618,11,2,0,51580
1619,88,1,0,36516
1619,2,1,0,9393
1620,65,1,10,39833.1
1620,73,2,0,42262
1620,82,2,10,7768.8
1621,43,3,15,110817.9
1621,36,3,15,35513.85
1622,69,1,5,743.85
1622,66,3,0,85533
1623,35,1,5,29164.05
1624,97,2,5,67704.6
1624,40,2,0,3062
1624,22,2,5,46211.8
1625,61,2,15,77363.6
1625,8,1,0,13577
1626,40,1,0,1531
1626,77,2,0,14038
1627,55,1,15,17300.05
1627,109,1,5,45783.35
1628,40,1,0,1531
1628,60,3,5,116861.4
1628,94,2,0,95258
1629,87,1,0,19073
1629,5,1,10,3803.4
1629,2,3,0,28179
1630,81,2,15,71445.9
1631,97,1,10,32070.6
1631,31,3,5,27274.5
1631,66,1,10,25659.9
1632,71,2,10,67413.6
1632,20,3,0,102954
1633,84,1,15,11611.85
1633,102,1,0,33601
1633,79,3,15,108869.7
1634,35,2,10,55258.2
1635,57,2,15,64877.1
1636,78,3,15,90966.15
1637,80,1,0,29064
1637,66,2,15,48468.7
1637,22,2,5,46211.8
1638,76,2,10,17073
1639,58,3,0,95652
1639,41,3,10,101895.3
1640,89,2,0,66080
1641,90,2,5,1204.6
1642,35,1,0,30699
1642,99,2,5,53133.5
1642,8,1,5,12898.15
1643,91,3,0,16812
1644,55,2,15,34600.1
1645,34,2,0,32680
1645,8,3,10,36657.9
1646,97,1,10,32070.6
1646,34,2,5,31046
1646,7,2,15,22266.6
1647,109,3,10,130121.1
1647,78,1,10,32105.7
1647,82,2,10,7768.8
1648,43,3,15,110817.9
1649,3,2,15,75787.7
1649,108,3,5,5181.3
1650,82,2,5,8200.4
1650,51,3,10,123487.2
1650,53,2,15,43696.8
1651,26,2,0,39554
1652,56,2,5,66500
1652,66,3,15,72703.05
1652,40,2,10,2755.8
1653,105,1,5,41400.05
1653,41,2,5,71704.1
1654,79,2,5,81118.6
1654,68,2,0,78230
1654,6,3,5,85796.4
1655,85,3,0,14976
1655,24,2,10,84133.8
1656,105,1,10,39221.1
1656,99,1,0,27965
1656,72,3,0,126594
1657,2,3,15,23952.15
1657,109,1,10,43373.7
1658,96,3,10,53087.4
1658,26,3,15,50431.35
1659,7,1,10,11788.2
1659,91,3,10,15130.8
1660,20,3,5,97806.3
1660,38,2,0,81346
1660,54,1,15,26180.85
1661,42,1,15,33611.55
1661,48,2,5,40065.3
1662,49,2,5,30533
1662,81,1,5,39925.65
1662,89,2,10,59472
1663,68,2,0,78230
1663,36,1,10,12534.3
1663,73,3,10,57053.7
1664,38,1,0,40673
1664,76,3,5,27032.25
1665,55,3,10,54953.1
1666,77,2,0,14038
1667,98,2,15,7529.3
1668,14,3,5,86702.7
1669,95,2,0,20152
1670,34,3,5,46569
1670,27,1,0,31877
1671,3,2,5,84703.9
1672,16,2,15,29053
1673,108,1,10,1636.2
1674,11,1,5,24500.5
1674,106,2,0,5282
1674,41,1,10,33965.1
1675,94,1,0,47629
1675,1,2,0,6570
1676,20,1,0,34318
1677,9,3,5,104700.45
1677,23,3,10,27753.3
1678,12,1,0,1926
1679,6,1,5,28598.8
1680,10,2,0,1332
1681,24,2,15,79459.7
1682,62,2,10,48364.2
1682,39,2,5,63767.8
1683,68,3,0,117345
1684,40,3,0,4593
1684,52,1,10,28413.9
1684,9,3,15,93679.35
1685,67,3,15,16455.15
1686,30,2,15,45932.3
1687,33,1,0,28297
1687,55,3,5,58006.05
1688,18,3,10,133331.4
1688,42,2,15,67223.1
1689,13,1,10,27134.1
1690,21,2,15,78116.7
1691,95,2,5,19144.4
1692,45,1,0,27123
1692,84,2,0,27322
1692,109,2,0,96386
1693,56,3,5,99750
1693,41,2,5,71704.1
1694,106,1,15,2244.85
1695,55,1,0,20353
1696,2,2,10,16907.4
1696,72,1,10,37978.2
1697,82,3,10,11653.2
1698,9,2,0,73474
1698,100,1,15,16960.9
1698,58,3,10,86086.8
1699,7,1,5,12443.1
1699,37,1,10,40557.6
1699,69,1,5,743.85
1700,94,1,10,42866.1
1700,50,2,15,2245.7
1701,41,1,10,33965.1
1702,67,3,10,17423.1
1702,100,3,0,59862
1702,60,3,5,116861.4
1703,105,2,0,87158
