Order_ID,Customer_ID,Order_Date,Order_Status,Payment_Mode
718,652,31-08-2024,Cancelled,UPI
719,293,29-03-2024,Delivered,UPI
720,101,08-05-2023,Cancelled,COD
721,502,04-08-2023,Delivered,COD
722,304,08-05-2023,Delivered,UPI
723,540,02-04-2023,Delivered,COD
724,553,13-02-2023,Delivered,Card
725,355,08-10-2023,Cancelled,Card
726,303,07-11-2023,Delivered,UPI
727,496,12-11-2024,Delivered,COD
728,658,30-01-2023,Delivered,Card
729,768,09-06-2023,Delivered,UPI
730,227,05-05-2024,Delivered,COD
731,236,06-03-2024,Cancelled,Card
732,455,27-07-2023,Delivered,COD
733,13,05-09-2023,Delivered,COD
734,210,12-06-2023,Delivered,COD
735,741,27-10-2024,Delivered,UPI
736,397,19-02-2023,Delivered,Card
737,100,22-01-2023,Delivered,UPI
738,31,31-03-2023,Delivered,Card
739,528,03-05-2024,Delivered,Card
740,649,14-10-2024,Delivered,UPI
741,329,06-03-2024,Delivered,UPI
742,166,10-09-2024,Delivered,Card
743,459,22-05-2023,Delivered,Card
744,100,25-10-2024,Delivered,Card
745,621,01-01-2023,Cancelled,COD
746,173,11-04-2023,Delivered,Card
747,749,04-03-2024,Delivered,UPI
748,162,14-09-2023,Delivered,UPI
749,728,07-05-2024,Delivered,UPI
750,776,07-02-2024,Delivered,Card
751,263,01-02-2024,Delivered,Card
752,274,12-07-2023,Delivered,COD
753,3,16-06-2024,Delivered,COD
754,28,17-04-2024,Delivered,UPI
755,326,09-10-2023,Delivered,COD
756,149,23-11-2023,Delivered,COD
757,540,01-10-2024,Cancelled,UPI
758,488,27-11-2023,Delivered,Card
759,438,16-10-2024,Delivered,COD
760,65,26-01-2024,Delivered,Card
761,356,10-05-2023,Delivered,UPI
762,533,08-07-2024,Delivered,UPI
763,252,11-02-2024,Delivered,COD
764,235,12-04-2024,Delivered,UPI
765,227,10-10-2024,Delivered,UPI
766,525,28-12-2024,Delivered,UPI
767,313,08-07-2024,Delivered,COD
768,49,05-03-2023,Delivered,COD
769,118,16-05-2024,Delivered,COD
770,54,16-08-2024,Delivered,UPI
771,650,24-06-2024,Delivered,Card
772,565,20-02-2024,Delivered,UPI
773,44,22-03-2023,Delivered,COD
774,53,14-04-2024,Delivered,Card
775,586,28-01-2023,Cancelled,Card
776,558,06-05-2024,Delivered,COD
777,525,05-06-2023,Delivered,Card
778,677,18-04-2023,Delivered,Card
779,102,05-11-2023,Delivered,COD
780,792,02-11-2023,Delivered,Card
781,770,05-05-2023,Delivered,Card
782,398,17-07-2023,Delivered,COD
783,138,10-04-2024,Delivered,Card
784,675,08-06-2024,Delivered,Card
785,387,27-09-2024,Delivered,Card
786,111,09-12-2024,Delivered,Card
787,614,22-04-2024,Delivered,COD
788,17,19-04-2023,Delivered,UPI
789,780,25-03-2023,Delivered,UPI
790,182,30-08-2024,Delivered,Card
791,536,26-02-2024,Cancelled,COD
792,541,30-01-2023,Delivered,COD
793,171,19-06-2023,Delivered,Card
794,409,16-07-2023,Delivered,UPI
795,740,12-11-2023,Delivered,Card
796,378,01-08-2024,Delivered,COD
797,188,20-08-2023,Delivered,COD
798,230,29-01-2024,Delivered,UPI
799,119,20-08-2023,Delivered,COD
800,156,30-01-2023,Delivered,COD
801,784,25-11-2024,Cancelled,COD
802,687,18-11-2024,Delivered,UPI
803,465,27-04-2023,Delivered,COD
804,104,13-06-2023,Delivered,Card
805,604,11-12-2023,Delivered,UPI
806,698,11-04-2024,Delivered,Card
807,795,18-04-2023,Delivered,Card
808,502,06-12-2024,Delivered,UPI
809,693,07-07-2023,Delivered,Card
810,682,19-05-2023,Cancelled,UPI
811,699,16-02-2023,Delivered,Card
812,175,02-05-2023,Delivered,UPI
813,734,07-05-2023,Cancelled,COD
814,745,20-08-2024,Delivered,COD
815,674,02-03-2023,Delivered,Card
816,421,27-08-2023,Delivered,COD
817,134,10-03-2024,Delivered,UPI
818,391,25-01-2024,Delivered,Card
819,736,23-11-2023,Delivered,COD
820,501,02-06-2024,Delivered,COD
821,665,19-02-2024,Delivered,Card
822,33,27-10-2024,Delivered,COD
823,55,09-03-2023,Delivered,COD
824,519,03-12-2023,Delivered,Card
825,756,03-12-2023,Delivered,COD
826,638,23-05-2023,Delivered,COD
827,12,27-03-2023,Delivered,COD
828,528,03-11-2023,Delivered,COD
829,720,02-06-2024,Delivered,Card
830,555,08-09-2023,Delivered,UPI
831,373,17-08-2023,Delivered,UPI
832,484,16-06-2023,Delivered,COD
833,647,27-12-2023,Delivered,COD
834,228,16-03-2024,Delivered,UPI
835,623,16-12-2024,Cancelled,COD
836,307,22-11-2024,Delivered,UPI
837,457,12-09-2024,Delivered,Card
838,160,17-01-2023,Delivered,Card
839,331,22-11-2023,Cancelled,Card
840,776,16-08-2024,Delivered,Card
841,225,13-06-2023,Delivered,Card
842,729,29-02-2024,Delivered,Card
843,504,08-02-2023,Delivered,UPI
844,456,20-04-2023,Delivered,COD
845,45,25-07-2023,Delivered,UPI
846,214,12-01-2023,Delivered,Card
847,59,22-02-2023,Delivered,COD
848,644,08-03-2024,Cancelled,COD
849,616,23-04-2024,Delivered,Card
850,195,30-08-2023,Delivered,Card
851,489,16-02-2023,Delivered,Card
852,157,20-11-2024,Delivered,Card
853,610,04-04-2024,Delivered,Card
854,226,17-10-2023,Delivered,Card
855,412,17-08-2024,Delivered,COD
856,205,20-11-2023,Delivered,Card
857,79,03-06-2023,Delivered,Card
858,124,13-10-2024,Delivered,COD
859,471,16-03-2023,Delivered,UPI
860,218,16-01-2023,Delivered,Card
861,516,09-05-2023,Delivered,COD
862,602,18-06-2024,Delivered,COD
863,104,22-05-2023,Delivered,UPI
864,393,10-08-2024,Delivered,Card
865,631,20-08-2024,Delivered,Card
866,645,23-07-2023,Delivered,Card
867,608,05-07-2023,Delivered,COD
868,434,19-12-2024,Delivered,Card
869,331,23-08-2023,Delivered,Card
870,143,18-09-2023,Delivered,Card
871,800,21-03-2023,Cancelled,Card
872,540,27-10-2024,Delivered,UPI
873,278,28-12-2023,Delivered,UPI
874,233,13-05-2023,Cancelled,UPI
875,529,09-12-2024,Delivered,Card
876,571,31-08-2024,Delivered,Card
877,90,17-08-2024,Delivered,COD
878,492,14-09-2023,Delivered,COD
879,199,24-11-2023,Cancelled,COD
880,362,13-07-2024,Delivered,Card
881,441,28-10-2024,Delivered,UPI
882,26,06-01-2023,Delivered,UPI
883,25,21-03-2024,Delivered,UPI
884,394,27-07-2024,Delivered,Card
885,507,29-04-2024,Delivered,UPI
886,301,14-04-2023,Delivered,COD
887,339,18-01-2023,Delivered,COD
888,267,29-12-2023,Delivered,UPI
889,461,07-05-2023,Delivered,COD
890,693,14-07-2024,Delivered,UPI
891,456,07-05-2024,Delivered,UPI
892,360,05-07-2023,Delivered,COD
893,68,03-04-2024,Delivered,COD
894,412,07-05-2024,Delivered,COD
895,491,22-02-2024,Delivered,COD
896,49,14-02-2023,Cancelled,UPI
897,687,01-07-2023,Delivered,COD
898,564,11-04-2023,Delivered,COD
899,102,07-04-2023,Delivered,Card
900,216,31-05-2024,Cancelled,COD
901,438,17-10-2024,Delivered,COD
902,700,19-10-2024,Delivered,UPI
903,569,23-05-2024,Delivered,UPI
904,559,05-05-2023,Delivered,Card
905,159,13-09-2023,Delivered,COD
906,489,12-11-2024,Delivered,COD
907,686,20-02-2023,Delivered,COD
908,242,14-01-2024,Delivered,COD
909,794,17-03-2023,Delivered,COD
910,753,29-09-2024,Delivered,COD
911,5,21-04-2023,Delivered,Card
912,596,19-09-2024,Delivered,COD
913,361,14-10-2023,Delivered,COD
914,459,27-11-2024,Delivered,COD
915,248,24-12-2024,Delivered,Card
916,566,02-08-2023,Delivered,COD
917,673,19-07-2024,Delivered,Card
918,422,03-08-2024,Delivered,UPI
919,738,09-08-2024,Delivered,COD
920,15,30-08-2024,Delivered,Card
921,736,25-01-2024,Delivered,UPI
922,573,03-03-2024,Delivered,Card
923,122,14-07-2023,Cancelled,Card
924,277,26-03-2023,Delivered,UPI
925,558,27-06-2023,Delivered,COD
926,453,29-11-2023,Delivered,COD
927,390,29-05-2023,Delivered,Card
928,294,08-05-2024,Delivered,UPI
929,574,02-02-2024,Delivered,COD
930,598,16-05-2024,Delivered,Card
931,446,02-01-2024,Delivered,UPI
932,210,18-07-2023,Delivered,Card
933,590,12-02-2024,Delivered,UPI
934,714,14-08-2023,Cancelled,COD
935,302,18-06-2023,Delivered,COD
936,223,12-07-2024,Delivered,Card
937,734,30-05-2024,Delivered,COD
938,3,10-09-2024,Delivered,COD
939,518,22-02-2023,Delivered,UPI
940,93,16-09-2023,Delivered,COD
941,520,09-05-2024,Delivered,UPI
942,428,29-04-2023,Delivered,UPI
943,493,25-08-2023,Delivered,Card
944,235,11-07-2024,Delivered,UPI
945,620,27-11-2023,Delivered,COD
946,161,09-09-2023,Delivered,UPI
947,721,15-06-2024,Delivered,UPI
948,752,06-07-2023,Delivered,Card
949,331,08-02-2023,Delivered,COD
950,333,26-03-2023,Delivered,COD
951,50,16-09-2024,Delivered,COD
952,523,21-06-2024,Delivered,UPI
953,668,13-11-2024,Delivered,COD
954,492,19-06-2023,Delivered,COD
955,582,21-06-2024,Cancelled,UPI
956,681,05-10-2023,Delivered,Card
957,272,22-12-2023,Delivered,Card
958,580,05-04-2024,Delivered,UPI
959,252,10-10-2024,Delivered,Card
960,560,14-09-2024,Delivered,Card
961,696,21-04-2023,Delivered,Card
962,699,03-07-2023,Cancelled,COD
963,90,28-06-2024,Cancelled,Card
964,446,14-03-2023,Delivered,COD
965,332,05-12-2023,Delivered,Card
966,139,12-01-2024,Cancelled,COD
967,357,06-03-2024,Delivered,UPI
968,601,04-12-2023,Delivered,UPI
969,274,31-07-2024,Delivered,Card
970,19,17-08-2023,Delivered,COD
971,311,28-02-2024,Delivered,UPI
972,154,18-08-2024,Delivered,UPI
973,390,10-07-2023,Delivered,UPI
974,260,26-09-2023,Delivered,UPI
975,620,15-09-2024,Delivered,Card
976,797,11-12-2023,Delivered,COD
977,571,01-12-2023,Delivered,UPI
978,125,02-08-2023,Delivered,Card
979,354,11-08-2024,Delivered,UPI
980,273,16-09-2024,Cancelled,UPI
981,619,25-08-2023,Cancelled,UPI
982,245,12-01-2024,Delivered,UPI
983,450,02-10-2023,Delivered,Card
984,247,20-04-2024,Delivered,COD
985,520,24-08-2024,Delivered,Card
986,141,17-10-2024,Cancelled,Card
987,362,07-03-2023,Delivered,Card
988,8,20-07-2024,Delivered,UPI
989,478,07-05-2023,Delivered,COD
990,352,02-01-2024,Delivered,UPI
991,495,23-09-2024,Delivered,Card
992,606,16-03-2023,Delivered,UPI
993,427,01-05-2023,Delivered,COD
994,39,19-02-2023,Delivered,COD
995,593,08-10-2023,Delivered,UPI
996,187,16-08-2024,Delivered,Card
997,596,30-11-2023,Delivered,UPI
998,600,29-01-2024,Delivered,Card
999,754,28-08-2023,Delivered,COD
1000,93,26-03-2023,Delivered,UPI
1001,86,30-10-2023,Delivered,COD
1002,44,13-06-2023,Cancelled,Card
1003,137,23-09-2024,Delivered,Card
1004,421,01-06-2023,Delivered,UPI
1005,74,27-08-2024,Delivered,UPI
1006,548,05-11-2024,Delivered,UPI
1007,613,11-09-2024,Delivered,COD
1008,512,29-11-2023,Delivered,Card
1009,156,14-04-2024,Delivered,Card
1010,255,25-06-2024,Delivered,COD
1011,171,01-10-2024,Delivered,UPI
1012,728,17-10-2023,Delivered,UPI
1013,170,23-07-2023,Delivered,COD
1014,764,17-12-2024,Delivered,Card
1015,322,25-04-2024,Delivered,Card
1016,567,13-02-2024,Delivered,Card
1017,456,20-06-2024,Cancelled,Card
1018,603,02-09-2024,Delivered,COD
1019,790,20-12-2024,Delivered,Card
1020,613,18-09-2024,Delivered,COD
1021,155,22-10-2023,Delivered,UPI
1022,349,29-09-2023,Delivered,COD
1023,451,18-08-2023,Delivered,Card
1024,653,11-07-2023,Delivered,UPI
1025,173,07-07-2024,Cancelled,COD
1026,10,23-04-2023,Delivered,COD
1027,740,03-06-2024,Delivered,COD
1028,265,05-08-2024,Cancelled,UPI
1029,438,23-08-2024,Delivered,COD
1030,760,09-04-2024,Delivered,Card
1031,247,26-06-2023,Delivered,UPI
1032,667,30-01-2024,Delivered,UPI
1033,546,10-03-2023,Delivered,COD
1034,499,19-10-2024,Cancelled,Card
1035,129,21-09-2024,Delivered,UPI
1036,672,25-06-2024,Delivered,COD
1037,601,16-09-2023,Delivered,Card
1038,605,20-07-2024,Delivered,COD
1039,327,21-06-2024,Cancelled,COD
1040,753,29-09-2024,Delivered,UPI
1041,404,16-06-2023,Delivered,UPI
1042,629,16-01-2023,Delivered,COD
1043,606,14-12-2024,Delivered,UPI
1044,675,15-06-2024,Delivered,UPI
1045,611,18-07-2023,Delivered,Card
1046,625,21-06-2023,Delivered,Card
1047,359,28-06-2023,Delivered,COD
1048,603,13-09-2023,Delivered,COD
1049,718,27-07-2023,Delivered,COD
1050,17,25-09-2023,Delivered,COD
1051,274,24-06-2023,Delivered,Card
1052,685,18-09-2023,Delivered,UPI
1053,116,16-08-2024,Delivered,Card
1054,693,07-07-2024,Cancelled,COD
1055,91,14-05-2023,Delivered,COD
1056,82,19-06-2023,Delivered,Card
1057,324,08-10-2023,Delivered,Card
1058,114,13-04-2024,Delivered,COD
1059,769,20-02-2023,Cancelled,UPI
1060,58,24-01-2024,Delivered,COD
1061,154,06-01-2024,Delivered,Card
1062,404,14-01-2024,Cancelled,COD
1063,628,22-02-2024,Delivered,COD
1064,266,22-05-2024,Delivered,UPI
1065,315,09-12-2023,Delivered,COD
1066,715,30-08-2023,Delivered,COD
1067,41,15-09-2023,Delivered,COD
1068,105,30-05-2024,Delivered,Card
1069,193,30-01-2024,Delivered,Card
1070,401,26-01-2024,Cancelled,UPI
1071,278,07-03-2023,Delivered,COD
1072,354,27-03-2024,Delivered,Card
1073,749,15-03-2024,Delivered,UPI
1074,733,08-12-2024,Delivered,COD
1075,580,30-05-2024,Delivered,UPI
1076,709,27-03-2024,Cancelled,UPI
1077,256,18-10-2023,Delivered,UPI
1078,651,04-06-2024,Delivered,UPI
1079,661,24-04-2023,Delivered,UPI
1080,99,26-05-2023,Delivered,UPI
1081,588,08-08-2024,Cancelled,UPI
1082,282,23-11-2023,Delivered,COD
1083,403,18-11-2024,Cancelled,COD
1084,109,27-05-2024,Delivered,UPI
1085,700,21-09-2023,Delivered,COD
1086,199,16-03-2024,Delivered,UPI
1087,303,08-12-2024,Delivered,COD
1088,327,09-03-2024,Delivered,Card
1089,154,06-10-2024,Delivered,UPI
1090,552,16-06-2024,Delivered,Card
1091,645,22-04-2023,Delivered,UPI
1092,405,27-09-2023,Delivered,UPI
1093,462,11-12-2023,Delivered,Card
1094,132,10-07-2023,Cancelled,Card
1095,791,12-08-2024,Delivered,Card
1096,84,28-04-2024,Delivered,UPI
1097,399,10-10-2024,Delivered,Card
1098,754,01-07-2024,Delivered,Card
1099,628,09-12-2023,Delivered,COD
1100,109,17-04-2024,Delivered,COD
1101,221,16-06-2023,Delivered,Card
1102,553,05-03-2024,Cancelled,Card
1103,368,01-03-2024,Delivered,Card
1104,147,29-10-2024,Delivered,Card
1105,112,26-09-2023,Delivered,COD
1106,615,18-01-2023,Delivered,UPI
1107,558,20-04-2024,Delivered,Card
1108,494,24-04-2023,Delivered,Card
1109,505,04-06-2023,Delivered,COD
1110,475,30-04-2023,Delivered,Card
1111,271,14-06-2023,Delivered,Card
1112,421,07-02-2024,Delivered,COD
1113,707,26-02-2023,Delivered,Card
1114,367,10-12-2024,Delivered,Card
1115,280,31-05-2024,Cancelled,COD
1116,283,26-02-2023,Delivered,UPI
1117,40,13-09-2023,Delivered,Card
1118,189,17-03-2023,Delivered,Card
1119,164,24-11-2024,Delivered,UPI
1120,536,11-06-2024,Delivered,COD
1121,536,12-01-2024,Delivered,UPI
1122,4,19-03-2023,Delivered,Card
1123,290,13-06-2023,Delivered,UPI
1124,433,01-09-2024,Delivered,COD
1125,471,30-05-2024,Delivered,Card
1126,181,20-05-2024,Cancelled,COD
1127,248,08-06-2023,Delivered,COD
1128,628,20-04-2024,Delivered,UPI
1129,279,31-10-2023,Delivered,UPI
1130,581,30-03-2023,Delivered,COD
1131,254,14-01-2023,Delivered,COD
1132,181,03-03-2024,Delivered,Card
1133,681,15-08-2023,Cancelled,COD
1134,509,18-12-2023,Delivered,COD
1135,761,01-10-2023,Delivered,UPI
1136,700,28-09-2024,Delivered,COD
1137,566,20-01-2023,Delivered,COD
1138,326,07-10-2023,Delivered,UPI
1139,357,08-11-2023,Cancelled,Card
1140,650,30-09-2023,Cancelled,UPI
1141,680,29-04-2024,Delivered,UPI
1142,391,14-12-2023,Delivered,COD
1143,615,22-02-2023,Delivered,COD
1144,85,12-03-2024,Delivered,Card
1145,317,25-12-2023,Delivered,COD
1146,212,24-06-2023,Delivered,Card
1147,515,05-03-2024,Delivered,Card
1148,384,04-07-2024,Delivered,Card
1149,691,30-07-2024,Delivered,Card
1150,342,30-11-2023,Cancelled,COD
1151,38,15-07-2024,Delivered,UPI
1152,511,24-03-2023,Delivered,UPI
1153,420,19-07-2023,Delivered,COD
1154,751,31-12-2024,Delivered,COD
1155,169,07-08-2023,Delivered,Card
1156,343,11-01-2023,Delivered,COD
1157,306,25-03-2023,Delivered,UPI
1158,542,10-03-2024,Delivered,COD
1159,702,02-07-2023,Delivered,COD
1160,537,11-05-2023,Delivered,Card
1161,112,17-11-2023,Delivered,Card
1162,411,01-11-2023,Delivered,Card
1163,206,30-08-2023,Delivered,Card
1164,185,08-11-2023,Delivered,UPI
1165,382,09-02-2024,Delivered,COD
1166,496,21-07-2024,Delivered,COD
1167,379,12-11-2024,Cancelled,Card
1168,47,23-02-2023,Delivered,UPI
1169,740,11-04-2024,Delivered,UPI
1170,551,18-05-2023,Delivered,COD
1171,528,22-07-2024,Delivered,Card
1172,504,15-05-2023,Delivered,COD
1173,22,16-07-2023,Delivered,COD
1174,213,16-03-2023,Delivered,UPI
1175,310,17-06-2024,Delivered,UPI
1176,661,13-04-2023,Delivered,COD
1177,753,09-03-2023,Delivered,Card
1178,272,01-07-2023,Delivered,Card
1179,571,08-07-2024,Delivered,COD
1180,799,13-11-2024,Delivered,COD
1181,202,18-03-2024,Delivered,Card
1182,32,25-08-2023,Delivered,Card
1183,443,17-05-2024,Delivered,Card
1184,162,16-02-2023,Cancelled,COD
1185,767,26-01-2024,Delivered,UPI
1186,254,08-07-2024,Delivered,Card
1187,521,19-03-2023,Delivered,Card
1188,651,19-06-2024,Delivered,Card
1189,480,20-10-2023,Cancelled,COD
1190,10,26-09-2023,Delivered,UPI
1191,726,13-04-2024,Delivered,UPI
1192,505,11-06-2024,Delivered,Card
1193,785,07-07-2024,Delivered,COD
1194,560,23-05-2023,Delivered,UPI
1195,436,12-03-2023,Delivered,COD
1196,111,23-11-2024,Delivered,UPI
1197,153,08-07-2024,Delivered,Card
1198,635,16-07-2023,Delivered,COD
1199,102,23-04-2024,Delivered,Card
1200,753,28-10-2023,Delivered,UPI
1201,191,17-07-2024,Delivered,UPI
1202,729,06-03-2024,Delivered,Card
1203,563,27-12-2023,Delivered,UPI
1204,81,27-11-2024,Delivered,Card
1205,489,13-05-2024,Delivered,Card
1206,88,15-04-2023,Cancelled,Card
1207,194,15-08-2023,Delivered,UPI
1208,104,20-11-2023,Delivered,COD
1209,783,28-04-2023,Delivered,Card
1210,96,09-03-2023,Delivered,COD
1211,423,25-06-2023,Delivered,UPI
1212,198,20-02-2024,Delivered,UPI
1213,1,02-09-2023,Delivered,COD
1214,407,29-01-2023,Delivered,Card
1215,378,06-05-2024,Delivered,UPI
1216,167,29-08-2023,Cancelled,Card
1217,509,18-04-2024,Delivered,Card
1218,638,28-07-2024,Delivered,COD
1219,313,13-12-2023,Delivered,UPI
1220,593,03-09-2023,Delivered,COD
1221,418,15-12-2023,Delivered,UPI
1222,763,12-02-2023,Delivered,COD
1223,681,16-09-2024,Delivered,UPI
1224,477,13-07-2023,Delivered,UPI
1225,73,05-11-2023,Delivered,UPI
1226,141,13-02-2023,Delivered,Card
1227,582,11-11-2024,Delivered,Card
1228,262,28-05-2023,Delivered,COD
1229,340,30-11-2023,Delivered,COD
1230,308,10-08-2024,Delivered,UPI
1231,245,18-02-2024,Delivered,UPI
1232,515,15-10-2024,Delivered,Card
1233,337,22-03-2024,Delivered,Card
1234,575,29-07-2024,Delivered,Card
1235,561,21-03-2023,Delivered,COD
1236,76,09-02-2023,Delivered,Card
1237,175,10-02-2023,Delivered,COD
1238,109,15-04-2023,Delivered,Card
1239,183,07-08-2023,Delivered,Card
1240,192,28-05-2023,Delivered,UPI
1241,65,03-07-2023,Delivered,COD
1242,474,28-05-2023,Delivered,Card
1243,783,27-03-2024,Delivered,UPI
1244,100,19-05-2023,Cancelled,COD
1245,544,23-08-2024,Delivered,COD
1246,128,05-06-2023,Delivered,Card
1247,452,30-11-2024,Delivered,COD
1248,369,05-02-2023,Delivered,UPI
1249,43,29-08-2024,Delivered,UPI
1250,419,21-02-2024,Delivered,COD
1251,488,29-05-2024,Delivered,UPI
1252,78,31-12-2024,Delivered,COD
1253,270,08-01-2024,Delivered,UPI
1254,674,21-05-2024,Delivered,COD
1255,701,27-11-2023,Delivered,COD
1256,759,30-11-2023,Delivered,COD
1257,728,10-05-2023,Delivered,UPI
1258,315,30-12-2024,Delivered,COD
1259,168,03-03-2023,Delivered,COD
1260,339,18-05-2024,Delivered,Card
1261,193,21-09-2023,Delivered,Card
1262,453,07-11-2023,Delivered,COD
1263,283,20-01-2024,Delivered,Card
1264,336,10-01-2023,Delivered,COD
1265,390,23-08-2023,Delivered,Card
1266,525,11-02-2023,Delivered,UPI
1267,240,04-02-2023,Delivered,UPI
1268,483,17-02-2024,Delivered,COD
1269,659,19-07-2023,Delivered,COD
1270,716,09-02-2024,Delivered,UPI
1271,592,17-10-2023,Delivered,UPI
1272,555,23-05-2023,Delivered,Card
1273,458,22-05-2024,Delivered,COD
1274,89,11-08-2024,Delivered,UPI
1275,660,29-11-2023,Delivered,UPI
1276,95,30-07-2023,Delivered,COD
1277,452,11-12-2023,Delivered,Card
1278,428,11-01-2024,Delivered,Card
1279,151,26-07-2023,Delivered,Card
1280,514,26-10-2024,Delivered,Card
1281,376,01-12-2023,Delivered,UPI
1282,22,11-02-2023,Delivered,COD
1283,313,23-03-2023,Delivered,COD
1284,519,04-10-2023,Delivered,UPI
1285,206,25-08-2023,Delivered,UPI
1286,375,22-07-2023,Delivered,UPI
1287,451,25-02-2023,Delivered,COD
1288,626,24-07-2024,Delivered,COD
1289,784,13-12-2024,Delivered,COD
1290,595,11-08-2024,Delivered,Card
1291,179,23-10-2023,Delivered,UPI
1292,210,14-10-2023,Delivered,UPI
1293,500,05-12-2023,Delivered,UPI
1294,464,30-01-2024,Delivered,COD
1295,124,10-12-2023,Delivered,UPI
1296,113,14-09-2023,Delivered,UPI
1297,12,08-10-2024,Delivered,Card
1298,126,07-10-2023,Delivered,COD
1299,565,18-12-2023,Delivered,UPI
1300,331,18-02-2023,Delivered,COD
1301,283,06-12-2023,Delivered,COD
1302,140,27-01-2024,Delivered,COD
1303,401,19-05-2023,Delivered,Card
1304,97,20-01-2024,Delivered,COD
1305,517,03-08-2023,Delivered,COD
1306,569,29-02-2024,Delivered,COD
1307,69,08-12-2024,Delivered,UPI
1308,118,28-07-2023,Delivered,Card
1309,59,12-01-2023,Delivered,UPI
1310,33,14-10-2024,Delivered,Card
1311,318,11-10-2024,Delivered,Card
1312,50,08-02-2023,Delivered,COD
1313,489,30-01-2023,Delivered,COD
1314,19,26-10-2024,Cancelled,UPI
1315,726,28-06-2024,Delivered,Card
1316,197,31-01-2023,Delivered,COD
1317,450,25-04-2024,Cancelled,COD
1318,559,05-10-2024,Delivered,COD
1319,679,06-09-2024,Delivered,COD
1320,452,04-07-2023,Delivered,UPI
1321,289,17-03-2024,Delivered,UPI
1322,141,07-11-2023,Delivered,COD
1323,84,19-06-2024,Delivered,COD
1324,694,25-04-2024,Delivered,COD
1325,391,04-08-2023,Delivered,COD
1326,591,15-11-2024,Delivered,COD
1327,215,20-03-2024,Delivered,Card
1328,526,08-04-2024,Delivered,Card
1329,215,04-07-2024,Delivered,Card
1330,403,01-12-2024,Delivered,Card
1331,128,24-10-2023,Delivered,COD
1332,477,31-10-2023,Delivered,Card
1333,760,27-06-2023,Delivered,Card
1334,404,07-08-2023,Delivered,UPI
1335,29,10-10-2024,Delivered,Card
1336,792,24-12-2023,Cancelled,Card
1337,338,17-02-2024,Delivered,COD
1338,714,09-03-2023,Delivered,Card
1339,361,05-01-2023,Delivered,Card
1340,569,11-02-2023,Cancelled,COD
1341,392,02-07-2024,Delivered,Card
1342,218,11-05-2023,Delivered,COD
1343,574,23-04-2023,Delivered,Card
1344,669,28-12-2024,Cancelled,UPI
1345,202,17-03-2024,Delivered,UPI
1346,17,03-03-2023,Delivered,Card
1347,322,19-10-2023,Cancelled,UPI
1348,518,22-10-2023,Delivered,COD
1349,570,31-05-2023,Delivered,Card
1350,325,27-07-2024,Delivered,COD
1351,412,19-04-2024,Delivered,UPI
1352,318,17-10-2024,Delivered,COD
1353,681,08-10-2023,Cancelled,UPI
1354,82,03-09-2024,Delivered,UPI
1355,474,15-01-2024,Delivered,UPI
1356,468,20-02-2024,Cancelled,COD
1357,425,21-08-2024,Delivered,UPI
1358,731,23-03-2024,Delivered,Card
1359,689,23-09-2024,Delivered,UPI
1360,204,06-09-2023,Delivered,Card
1361,583,05-10-2024,Delivered,Card
1362,387,14-06-2024,Delivered,Card
1363,778,23-10-2024,Delivered,Card
1364,98,29-11-2024,Delivered,COD
1365,345,12-05-2023,Delivered,Card
1366,208,22-11-2023,Cancelled,UPI
1367,514,14-08-2024,Delivered,Card
1368,636,19-08-2023,Delivered,UPI
1369,792,12-09-2024,Delivered,COD
1370,586,14-04-2023,Delivered,Card
1371,166,13-02-2024,Delivered,UPI
1372,22,08-05-2023,Delivered,COD
1373,154,11-04-2023,Cancelled,COD
1374,439,18-06-2023,Cancelled,UPI
1375,295,14-12-2024,Delivered,Card
1376,219,27-11-2023,Delivered,COD
1377,669,21-04-2024,Delivered,UPI
1378,495,07-02-2023,Delivered,Card
1379,230,14-03-2023,Delivered,COD
1380,20,23-12-2023,Delivered,UPI
1381,553,18-02-2024,Delivered,COD
1382,148,16-09-2023,Delivered,COD
1383,108,23-07-2023,Delivered,UPI
1384,403,01-06-2024,Delivered,COD
1385,596,16-03-2024,Delivered,UPI
1386,483,08-10-2023,Cancelled,Card
1387,367,19-04-2023,Delivered,UPI
1388,414,16-06-2023,Delivered,Card
1389,309,22-09-2023,Delivered,COD
1390,134,05-02-2024,Delivered,UPI
1391,719,15-05-2023,Delivered,UPI
1392,283,11-10-2023,Delivered,UPI
1393,778,27-08-2024,Delivered,UPI
1394,73,23-09-2023,Cancelled,Card
1395,481,01-10-2024,Delivered,Card
1396,352,27-02-2023,Delivered,COD
1397,560,19-10-2023,Delivered,COD
1398,326,08-05-2024,Delivered,COD
1399,745,30-10-2024,Delivered,COD
1400,443,14-08-2024,Delivered,UPI
1401,100,28-05-2023,Delivered,Card
1402,59,07-05-2024,Delivered,Card
1403,508,14-02-2024,Delivered,Card
1404,258,12-04-2024,Cancelled,Card
1405,413,03-04-2023,Delivered,COD
1406,452,21-03-2024,Delivered,UPI
1407,65,05-03-2024,Delivered,Card
1408,595,06-03-2024,Delivered,UPI
1409,154,31-08-2024,Delivered,UPI
1410,266,01-08-2023,Delivered,UPI
1411,79,13-03-2024,Delivered,UPI
1412,315,22-08-2023,Delivered,Card
1413,662,28-03-2024,Delivered,Card
1414,560,26-01-2023,Delivered,Card
1415,248,03-05-2024,Delivered,COD
